1,Hard,Q1,3,z0cq,2024-7397,p0d0,2024-7397-p0d0-z0cq-Q1,2024,Jakub Paul,9,SUI,25.637,Yi Zhou,CHN,19.658,0,12,Right-Handed,Two-Handed Backhand,180,72,Right-Handed,Two-Handed Backhand,193,82,2024-11-11,ch100,133250,JPN,Kobe,"",7,1,40,0.48780487804878,9,0.333333333333333,0,0,378,369,378,369,1,1,1,1,43,75,71,141,-9,28,66,-0.0240975515790609,0,0,0,0,197.384694539133,1600.92486123992,1520.07733508085,0.614293419899158,-212.835744067176,-96.2985756871117,-116.537168380064,1,1,0.53125,0.333333333333333,2,0,0,0.8,0.7,0.6,0.5,0.2,0.2,0.1,0.1,1,0,0,0,0.1,0.1,0,0,0.5,0,0.5,0,0.618788768647593,0.585798117119145,0.48789642730468,0.497333085551389,0.0373812792894442,0.0386724758178588,2.15094357614597,4.82829213528186,0.710967815429544,0.734236068592937,0.557614383965022,0.552774895752878,0.317641157941766,0.217437468837662,0.448626671828129,0.422383460390902,0.50232747615931,0.487803696626095,0.0259525217954735,-0.00907427879361843,0.00036142405566943,-0.461645191035561,-0.0112451595678007,0.012002824105983,0.158493330816146,0.269451017962422,0.0416760609736953,0.0237709575254808,-0.11904340587804,-0.149363895846998,-0.179137933297983,0.125980671887665,0.212490837844825,-0.101065612818185,0.0168568529367881,21,3,0,0,1,1,0,0,1,0,3,5,10,7,1,1,0,0,0,0,0,0,0,0,3,8,0,0,neutral,neutral,0,0.931347120850443,0.927471371610521,0.901069148536845,0.999999,-0.205658427921039,-0.177610121869769,0,0,0,0,82,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Hard,Q1,3,p0e9,2024-6965,s0aq,2024-6965-s0aq-p0e9-Q1,2024,Yuta Shimizu,12,JPN,24.887,Dominik Palan,CZE,23.58,2,0,Left-Handed,Two-Handed Backhand,163,62,Right-Handed,Two-Handed Backhand,191,85,2024-04-29,ch100,100000,CHN,Guangzhou,"",9,3,64,0.520325203252033,30,0.405405405405405,0,0,279,381,208,292,-1,-1,0,-1,-20,-67,-4,-48,102,16,19,0.311587593305336,0.293673702120048,0.266045572858419,0,0,223.303242433864,1641.69442542841,1525.64052431751,0.661068615036543,-165.916008518535,-58.6666671955743,-107.24934132296,1,1,0.52991452991453,0.422535211267606,9,7,0,0.6,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0.5,0,0.5,0,0.61264796411001,0.618938440618546,0.482621532655928,0.499384285036719,0.035290307587052,0.0560276749947129,2.90983870778845,7.24082935890817,0.740900440805385,0.801868363143973,0.564930079409047,0.585434850314079,0.270273996236587,0.192987861923029,0.44205853089747,0.438915407831483,0.500047306804724,0.495812131317735,-0.0072685888934645,-0.024294107426965,-0.39781783443066,-0.718047113726683,-0.0693322045542509,-0.0316283848122071,0.131469012276018,0.312046003775528,0.00492064433990464,0.00784032117438981,0.191606020415712,-0.174911203670819,-0.21957355493515,0.171390134238817,0.254129627531559,0.0388624994512184,-0.0706568260548461,7,1,1,0,0,0,0,0,0,0,0,1,8,7,1,1,0,0,0,0,0,0,0,0,1,1,0,0,neutral,neutral,0,0.927882295581663,0.903686318553826,0.999999,0.999999,-0.207823971571728,-0.18273513576329,0,0,0,0,123,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Clay,SF,3,mf35,2024-8312,p0ct,2024-8312-p0ct-mf35-SF,2024,Francesco Passaro,2,ITA,23.881,Andrej Martin,SVK,35.18,4,Q,Right-Handed,Two-Handed Backhand,180,82,Right-Handed,Two-Handed Backhand,183,83,2024-11-25,ch100,120950,POR,Maia,"",7,16,111,0.541463414634146,415,0.550397877984085,0,0,114,506,106,93,-1,1,1,1,-4,31,42,120,392,46,89,1.49033822089297,0.0727593542824287,1.69393717613421,0,0,182.332798471936,1774.62248086175,1637.79425448137,0.687325783701131,-156.97574811756,-111.471176026007,-45.5045720915534,1,1,0.578616352201258,0.582037996545769,12,9,12,0.4,0.6,0.4,0.4,0,0.2,-0.2,0,0,0,0,0,0.2,0,0,0,0.5,0,0.5,0,0.650902729374311,0.624082627226508,0.526948175452919,0.489624539806721,0.0308486936713921,0.0454591877021032,3.29591888511984,2.59295063842797,0.775772458015671,0.722015896159874,0.601901258140686,0.557361676448149,0.277175078241064,0.328162321990151,0.445177928177623,0.459130991485779,0.511381952396575,0.509424519094925,0.0367057932470387,0.0640849262578973,-0.371201195110608,0.200496132068073,0.0656937173302955,0.0722267417549196,-0.0309031145991592,-0.146099726236043,-0.025963421939259,0.00469384972233487,-0.150945183770233,-0.173118364560066,-0.164321720504474,0.167582979688289,0.130365771710566,-0.113437753301869,-0.0414897310647099,7,1,1,0,0,1,0,0,0,0,1,1,8,56,8,0,0,1,1,1,0,0,0,2,2,2,0,0,neutral,neutral,0,0.885141258526832,0.920175012976296,0.999999,0.999999,-0.18394905036511,-0.16852668695904,0,0,0,0,205,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Clay,R32,3,cf01,2024-2901,gd64,2024-2901-cf01-gd64-R32,2024,Cristian Garin,10,CHI,27.645,Marco Cecchinato,ITA,31.311,2/WC,0,Right-Handed,Two-Handed Backhand,185,85,Right-Handed,One-Handed Backhand,185,78,2024-01-22,ch100,100000,URU,Punta del Este,"",11,14,297,0.577821011673152,393,0.551966292134832,0,0,86,216,17,16,-1,0,-1,-1,-4,-1,-17,-37,130,-13,-36,0.920931111430658,1.62113395219729,2.60268968544438,0,0,271.923903718696,1866.72955222502,1716.86870770128,0.703217850944803,-176.764447323657,-54.7013881287078,-122.06305919495,0,1,0.603448275862069,0.607445008460237,2,0,3,0.4,0.6,0,0.1,0.4,0.5,-0.2,-0.1,0,0,0,0,0.2,0.1,0,0,0.454545454545454,3,0.444444444444444,3,0.598422829479879,0.651906407242854,0.504084633251501,0.519892070094977,0.0427650020062346,0.0336018524997529,4.0232137717512,3.78297101268095,0.763855319272638,0.784259963810703,0.574827138827215,0.568845395286454,0.287014656546537,0.265664290600176,0.448484965230849,0.432027535538619,0.507208820727707,0.508907860225805,-0.0808825208518893,-0.0291742196474633,0.235151219168978,0.058312905055975,-0.0255244904723996,0.010270439252575,0.0134451270675897,0.0760122679207854,0.0366449142232134,-0.00312133154300687,-0.0897282893366028,-0.189008543447326,-0.215765779180462,0.161173366860074,0.166215505113846,0.0064616665420824,0.0553174024084366,8,1.14285714285714,1,0,0,1,1,0,1,1,4,1,6,8,1.14285714285714,1,0,0,1,1,0,1,1,4,1,1,5,3,neutral,neutral,-0.0101010101010101,0.913543166065255,0.879897187664026,0.999999,0.999999,-0.178029410217717,-0.184416181979428,1,1,0.272727272727273,0.333333333333333,514,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Clay,QF,3,k0hc,2023-2877,d0dw,2023-2877-d0dw-k0hc-QF,2023,Titouan Droguet,4,FRA,22.029,Maks Kasnikowski,POL,19.97,0,Q,Right-Handed,Two-Handed Backhand,191,80,Right-Handed,Two-Handed Backhand,180,78,2023-06-26,ch50,73000,ITA,Modena Challenger,Outdoor,2,2,30,0.545454545454545,25,0.609756097560976,0,0,276,322,251,316,0,-1,0,1,0,-21,-6,33,46,-6,54,0.154150679827259,0.0949479265853661,0.0188093319574962,0,0,20.3108926941127,1573.26585229048,1584.55620300171,0.483757596178153,-206.799646610922,-175.198403205572,-31.6012434053503,1,0,0.484848484848485,0.565217391304348,8,6,0,0.4,0.5,0.8,0.7,-0.4,-0.2,-0.1,0.1,0,0,1,0,0.1,0.1,0,0,0.555555555555556,1,0.571428571428571,1,0.612248659208621,0.567282630159188,0.526927710614007,0.500414649935569,0.0287721638413254,0.0345736472341747,4.77974008156501,4.17626221780378,0.781042348487206,0.781906060677205,0.60140113223604,0.580225752613979,0.265361580745571,0.26823529410736,0.437044427883023,0.449328350072299,0.509624883435246,0.509042408290381,0.044049436210422,0.0298123198705928,-0.147801522444194,0.0974821716304991,-0.00296481659639394,0.0264240002260605,-0.0478980754762368,-0.0113552829798767,-0.0241639076090494,-0.000235664835164327,-0.0680154199277771,-0.178038763498154,-0.203959356870575,0.170860198962541,0.181889721786619,-0.0338333343897472,0.0152968704779293,29,4.14285714285714,0,0,1,1,0,0,0,0,1,1,1,7,1,1,0,0,1,0,0,0,0,1,2,9,0,0,neutral,neutral,0.0158730158730158,0.896704504598537,0.913294425529232,0.998544762268257,0.926912912863468,-0.191236913026199,-0.222099974282785,1,1,0.111111111111111,0.142857142857143,55,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Clay,SF,3,bk40,2024-319,h997,2024-319-bk40-h997-SF,2024,Yannick Hanfmann,1,GER,32.69,Matteo Berrettini,ITA,28.276,0,0,Right-Handed,Two-Handed Backhand,193,86,Right-Handed,Two-Handed Backhand,196,95,2024-07-22,atp250,596035,AUT,Kitzbuhel,"",9,10,261,0.551797040169133,254,0.658031088082902,0,0,111,82,45,6,-1,-1,-1,1,-19,-53,-17,16,-29,2,69,-0.302810954048081,0.902867711542014,2.6149597780362,0,0,-329.873804158258,1813.42367917999,2033.46425598429,0.219830333452396,-216.044644747709,-325.877872101666,109.833227353957,1,0,0.60431654676259,0.702702702702703,2,0,2,0.2,0.3,1,0.7,-0.8,-0.4,-0.1,0.3,0,0,1,0,0.1,0.3,0,1,0.5,0,0.5,0,0.633402849173411,0.62676453550521,0.528944058047239,0.542401023050709,0.0326967879074696,0.0260036109387836,4.70526731340831,8.86728937276294,0.797551180771053,0.880459237059664,0.593875543031187,0.654931112613861,0.262350842630682,0.205630763780465,0.418290596217464,0.39494093214669,0.511997971473357,0.519644844547953,0.00977590183695047,-0.0233111523965469,0.231314326082601,-0.59917803573988,-0.096481225065932,-0.0954503671511566,0.0559357343701162,0.238908446966691,0.0565719007038844,-0.0146374370367219,-0.241298704233572,-0.20395759381842,-0.226423855892774,0.155503101274409,0.189620272105918,-0.0657351858707685,0.0555483611963979,7,1,1,0,0,1,0,0,0,0,1,2,9,7,1,1,0,0,1,0,0,0,0,1,5,12,0,9,neutral,neutral,0,0.885652646040691,0.882031746707882,0.999999,0.999999,-0.17603315301109,-0.179025662988134,0,0,0,0,473,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Hard,Q1,3,e678,2024-2273,bp41,2024-2273-e678-bp41-Q1,2024,Antoine Bellier,2,SUI,27.93,Jonathan Eysseric,FRA,34.322,9,WC,Left-Handed,One-Handed Backhand,196,80,Left-Handed,Two-Handed Backhand,180,78,2024-09-23,ch100,148625,FRA,Orleans,"",10,16,83,0.474285714285714,144,0.411428571428571,0,0,338,1505,168,202,-1,0,0,0,-31,-15,0,0,1167,31,15,1.49350228169996,0.69908191607976,2.00828047978177,0,1,191.881440061628,1559.11164205854,1370.08606538818,0.748027292699018,-112.675859634229,-109.819996242962,-2.85586339126667,0,0,0.459459459459459,0.30327868852459,0,0,0,0.2,0.4,0,0.1,0.2,0.3,-0.2,-0.1,0,0,0,0,0.2,0.1,0,0,0.5,0,0.5,0,0.617640940592816,0.573616393517671,0.506824400907475,0.461049256867898,0.0554155313112926,0.0500931077981112,9.23153272739221,4.53258488612619,0.827938809492565,0.701752650027308,0.615638968953982,0.54251415308296,0.162915058675335,0.258484492524503,0.36872494739029,0.439862191284373,0.496019703518147,0.489523519682016,0.0631248843905768,0.0808069015546744,0.101679637236598,0.631749156155234,0.153248235358228,0.117712313201086,-0.0938308989709051,-0.452556847750334,-0.168590426510059,0.0114220326477819,0.1855396958567,-0.2135021476409,-0.158382422994309,0.207365555117148,0.181498466495579,0.012990333462841,-0.0770060032013089,7,1,1,0,0,0,0,0,0,0,0,1,8,532,76,0,0,1,1,1,1,1,0,4.5,1,1,0,0,neutral,neutral,0,0.910994641257056,0.977066804375211,0.999999,0.999999,-0.18688746569951,-0.162456715795813,0,0,0,0,175,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Clay,R32,3,v836,2023-314,v0am,2023-314-v836-v0am-R32,2023,Otto Virtanen,12,FIN,22.072,Juan Pablo Varillas,PER,27.779,LL,0,Right-Handed,Two-Handed Backhand,191,80,Right-Handed,Two-Handed Backhand,185,77,2023-07-17,atp250,630705,SUI,EFG Swiss Open Gstaad,Outdoor,4,10,65,0.550847457627119,197,0.584569732937685,0,0,130,63,109,60,0,-1,-1,1,1,-14,-2,29,-67,-3,43,-0.72439972406405,0.176186568226439,0.0487901641694322,0,0,-187.211882731859,1515.80761416433,1841.20374091425,0.133179892540521,-335.851998139603,-197.667754121536,-138.184244018067,0,1,0.342857142857143,0.608414239482201,6,4,5,0.6,0.4,0.4,0.5,0.2,-0.1,0.2,-0.1,0,0,0,0,0.2,0.1,0,0,0.5,0,0.5,0,0.591108447544489,0.569881733146788,0.501699853909988,0.524720292656894,0.0476471589306066,0.0329340089394029,7.97811512196041,3.73383531502269,0.803906732064923,0.783649893073188,0.617994489224811,0.569952771227246,0.21725936693183,0.304692343722679,0.377148786407945,0.470129161307794,0.501700084349055,0.5175918665802,0.0291576264678403,-0.0357693216447069,0.323489550105576,0.638816993264274,0.026408345483123,0.0751374372380132,-0.0933040791147391,-0.302067177153811,-0.199790408934063,-0.0261829612122962,0.0993894875061197,-0.185588421253735,-0.214378388782547,0.158550306913751,0.165102718372168,0.0973337718966805,0.0169944520759374,14,2,0,1,0,1,1,0,0,0,2,3,3,7,1,1,0,0,1,0,0,0,0,1,2,9,0,0,neutral,neutral,0,0.918466655519311,0.90885468972863,0.999999,0.999999,-0.181118209970685,-0.192650976563037,0,0,0,0,118,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Hard,R16,3,s0kt,2023-7783,tf58,2023-7783-tf58-s0kt-R16,2023,Yusuke Takahashi,7,JPN,25.862,Stefanos Sakellaridis,GRE,18.956,LL,0,Right-Handed,Two-Handed Backhand,170,68,Right-Handed,Two-Handed Backhand,196,85,2023-08-28,ch100,80000,CHN,Zhangjiagang International Challenger,Outdoor,7,0,53,0.389705882352941,6,0.545454545454545,0,0,486,463,244,458,1,1,0,1,42,69,1,128,-23,-41,59,-0.0484815698142596,0.689040398607291,0.0108578699720487,0,0,-34.867911840809,1509.99424968523,1564.74613103057,0.421851557368395,-75.1644180276423,-55.2804485231077,-19.8839695045347,0,0,0.38135593220339,0.625,8,6,0,0.4,0.4,0.8,0.6,-0.4,-0.2,0,0.2,0,0,1,0,0,0.2,0,0,0.5,0,0.5,0,0.572636919027677,0.591074104503261,0.483722067439498,0.507783236785197,0.039526743169635,0.0403889601656723,2.80990128514646,4.94699090502042,0.700910935418018,0.751926497774008,0.524478473814523,0.572937633994574,0.232601842873025,0.241913706417985,0.419600228038082,0.476101382794483,0.485153576642791,0.496838231723087,-0.00850205472337532,-0.0130240156593316,0.0114592291809356,-0.177722434316032,-0.0177061933716568,-0.0307133403367214,0.0308386810587736,0.0172920142526009,-0.0757531292485902,-0.00359605307344577,-0.228984714900591,-0.175499263141697,-0.173718246938335,0.18768114714387,0.261405588806082,-0.0527914707552175,0.268975815079616,7,1,1,0,0,0,0,0,0,0,0,1,8,7,1,1,0,0,0,0,0,0,0,0,4,11,0,0,neutral,neutral,0,0.972164669030648,0.917422731522102,0.999999,0.80676992800359,-0.204397684236416,-0.185159432667342,0,0,0,0,136,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Clay,Q1,5,c882,2023-520,s0re,2023-520-s0re-c882-Q1,2023,Juncheng Shang,58,CHN,18.319,Pablo Cuevas,URU,37.405,0,0,Left-Handed,Two-Handed Backhand,183,74,Right-Handed,One-Handed Backhand,180,78,2023-05-28,gs,23115000,FRA,Roland Garros,Outdoor,2,19,38,0.550724637681159,461,0.588010204081633,0,0,200,551,167,19,-1,-1,-1,-1,-11,-35,-189,-276,351,-178,-241,1.01341744260488,0.180323554131281,3.36729582998647,0,0,-97.9765338835477,1518.03766645046,1784.26192540692,0.177626735928419,-325.657088203194,-157.409363130284,-168.24772507291,0,1,0.411764705882353,0.641247833622184,7,5,0,0.2,0.4,0.4,0.5,-0.2,-0.1,-0.2,-0.1,0,0,0,0,0.2,0.1,0,0,0.5,0,0.5,0,0.651810945513841,0.607644440903342,0.510235196019151,0.534187633060901,0.0398037228842868,0.0359602201470998,2.44056761762423,5.29396408415441,0.7608900588762,0.810437565918867,0.546231406838319,0.593765346838967,0.236440080025932,0.257940760507684,0.462260278927596,0.443291303351165,0.491736157440542,0.516328643903782,0.048902556608187,-0.0319736758598403,0.0627116826142305,-0.640574938985401,-0.0445156819423979,-0.0672334145892403,-0.003347257423018,-0.0784045446750381,0.041321790971349,-0.0383416138717403,-0.0534463293320759,-0.217772765062203,-0.217007421346073,0.231996165816512,0.185455334815384,-0.0041385308598362,0.00568260855313655,48,6.85714285714286,0,0,1,1,0,0,1,0,3,1,8,13,1.85714285714286,0,1,0,1,0,0,1,0,3,1,8,0,6,neutral,neutral,0,0.887056708670959,0.892836100626924,0.999999,0.999999,-0.22581486616162,-0.190041736709534,0,0,0,0,69,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Grass,QF,3,sl28,2024-321,n0ae,2024-321-n0ae-sl28-QF,2024,Brandon Nakashima,4,USA,22.852,Jan-Lennard Struff,GER,34.126,0,7,Right-Handed,Two-Handed Backhand,185,84,Right-Handed,Two-Handed Backhand,193,92,2024-06-10,atp250,751630,GER,Stuttgart,"",8,15,188,0.61437908496732,449,0.550245098039216,0,0,84,41,43,22,-1,1,0,-1,-12,9,0,-16,-43,12,-25,-0.717244732139005,0.669616683149751,0.622529613345992,0,1,-176.800662064451,1595.72657817263,1532.73639134102,0.5896698351357,-538.593774717422,-778.384623613481,239.790848896059,0,0,0.625,0.428571428571429,6,6,0,0.6,0.6,0.6,0.7,0,-0.1,0,-0.1,0,0,0,0,0,0.1,0,0,0.5,0,0.5,0,0.633951649057778,0.563796588020493,0.551764111773784,0.510916083128859,0.0252315322120245,0.0463907939753241,6.56494674886644,7.65323708463219,0.855897831775887,0.817358065158352,0.621826401200281,0.597400161279152,0.232465251112663,0.245137823146913,0.399241856272218,0.417065666427341,0.521126834809072,0.512808459207098,0.106807628862,0.070047698995932,-0.597088690792857,-0.135535752420832,0.0470951616689803,0.0405007833762872,-0.00208940005776537,-0.0535402742972386,-0.0440052113336463,0.0164393124183559,0.16921063359337,-0.235464287266425,-0.220319898367498,0.16645212873187,0.171866073098904,0.0466040744987083,-0.0388438829663018,7,1,1,0,0,1,0,0,0,0,1,4,11,15,2.14285714285714,0,1,0,1,1,0,0,0,2,3,8,1,1,negative,positive,0,0.867952423567571,0.924225428360474,0.999999,0.999999,-0.208087504137933,-0.208825086945096,0,0,0,0,306,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Hard,R32,3,ag37,2024-807,c0e9,2024-807-c0e9-ag37-R32,2024,Flavio Cobolli,4,ITA,21.803,Felix Auger-Aliassime,CAN,23.548,Q,0,Right-Handed,Two-Handed Backhand,0,71,Right-Handed,Two-Handed Backhand,193,88,2024-02-26,atp500,2585410,MEX,Acapulco,"",5,8,142,0.570281124497992,262,0.610722610722611,0,0,69,29,69,6,1,1,1,0,31,31,1,0,-40,-30,-31,-0.866810674610786,0,1.57553636075842,0,0,-99.1623819646084,1763.00959455532,1954.56641418639,0.249236266191399,-337.329730709909,-244.935293043451,-92.3944376664583,0,0,0.5375,0.610108303249097,3,0,0,0.6,0.6,0.4,0.6,0.2,0,0,-0.2,0,0,0,0,0,0.2,0,0,0.5,0,0.5,0,0.548877992094736,0.630351134280455,0.49006074631592,0.49832393312135,0.0426701920529858,0.0531070391085066,3.43626282688542,8.25274253572787,0.727967894093284,0.829067674479015,0.539756504117002,0.596248708666457,0.30566283183972,0.238943167642668,0.437756545806544,0.427602469535288,0.502874133714412,0.515839668407441,-0.123518819025896,-0.0149229933415709,-0.202776036583682,-0.804049472280189,-0.122616070107831,-0.0946029371796812,0.0317293522883648,0.234274673342423,0.0222253136015807,-0.0236453792995209,-0.199149238577629,-0.188140124757384,-0.233793038857361,0.130358719900895,0.188924204890757,-0.0348365431238961,0.0653495812873502,7,1,1,0,0,0,0,0,0,0,0,3,8,14,2,0,1,0,1,0,0,1,0,3,2,9,0,5,neutral,neutral,0,0.938740252908669,0.90198459241249,0.999999,0.999999,-0.154565537744417,-0.177919177128404,0,0,0,0,249,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
